label,brunet_w,proper_nouns_count,singular_words_count,entity_diversity
0,42.935612487228084,4,47,0.5
0,83.78678596057226,16,80,0.625
0,61.15498708468089,3,45,1.0
0,47.478547733457866,7,54,0.7142857142857143
0,58.113016293973786,1,52,1.0
0,72.72584121768921,8,57,0.75
0,51.75009147023248,2,53,1.0
0,49.613562154854144,5,50,0.6
0,58.779072837957344,26,61,0.8461538461538461
0,59.52593727463027,6,47,0.8333333333333334
0,50.742087484905916,7,30,1.0
0,59.52593727463027,11,63,0.7272727272727273
0,50.515515401098114,17,55,0.6470588235294118
0,99.75911524021724,60,142,0.48333333333333334
0,58.779072837957344,5,49,1.0
0,49.791225440838026,10,42,0.8
0,59.49977527017545,17,59,0.7647058823529411
0,81.12074378240045,2,68,1.0
0,60.00390926522059,9,60,0.3333333333333333
0,88.26269869090201,8,71,0.75
0,64.81610496450985,47,92,0.425531914893617
0,83.04776383944602,13,83,0.6153846153846154
0,47.48311274213249,20,60,0.55
0,66.20882818762988,8,65,0.875
0,73.56356493542968,11,71,1.0
0,73.05422663199455,5,62,0.8
0,62.64611710361243,8,46,0.875
0,82.62513739828047,5,72,0.8
0,75.71596391999348,12,74,0.5833333333333334
0,58.86004074829093,13,56,0.9230769230769231
0,70.85726639512366,8,44,0.75
0,51.43260340529824,14,48,0.7857142857142857
0,64.69431787534533,8,54,0.875
0,57.92920686966323,9,39,0.8888888888888888
0,75.86242633966187,11,68,0.8181818181818182
0,71.93726335420418,14,55,0.8571428571428571
0,55.66061667238156,9,59,0.8888888888888888
0,46.756912186634764,14,51,0.6428571428571429
0,81.5016917980112,16,91,0.5625
0,75.96572892224096,8,55,0.875
0,51.43260340529824,14,47,0.7142857142857143
0,61.04522397849169,18,49,0.6111111111111112
0,61.929100845246474,9,51,1.0
0,73.02711121699828,11,55,1.0
0,59.579418867852674,5,52,1.0
0,49.81834779502425,18,49,0.7222222222222222
0,64.02723229202995,14,58,0.9285714285714286
0,52.06983895190113,13,53,0.8461538461538461
0,62.04872673633205,9,61,0.6666666666666666
0,74.16333151216276,11,67,0.9090909090909091
0,115.96393510156254,18,109,0.5
0,72.9219216127398,19,67,0.6842105263157895
0,77.9150922567106,16,77,0.8125
0,73.42154077090277,13,66,0.6923076923076923
0,71.26470353119751,20,65,0.75
0,68.41487261381944,13,66,0.7692307692307693
0,68.1326301934141,20,67,0.7
0,52.15358284791601,9,43,1.0
0,68.51843847324487,13,55,0.8461538461538461
0,52.903177030890404,15,41,0.8666666666666667
0,53.6811649284035,13,42,0.8461538461538461
0,71.08321576940249,12,69,0.8333333333333334
0,53.438721205685184,19,54,0.7368421052631579
0,58.1692093985533,12,56,0.9166666666666666
0,56.5103045212874,10,58,0.7
0,73.76875490721586,15,58,1.0
0,80.97058607069924,20,76,0.6
0,62.61819375642925,18,58,0.8333333333333334
0,46.838849986067004,19,46,0.7894736842105263
0,78.08458741267683,17,76,0.8235294117647058
0,66.34146960379007,7,52,0.8571428571428571
0,53.95481930944437,25,62,0.44
0,83.26220643119073,18,73,0.8888888888888888
0,60.29900139508002,10,50,0.9
0,80.06695319145334,33,88,0.6060606060606061
0,60.43753694573274,3,53,1.0
0,115.23234872137631,30,141,0.43333333333333335
0,74.85959844272195,28,78,0.6071428571428571
0,55.762143866801935,24,57,0.8333333333333334
0,103.43519164513775,19,91,0.5789473684210527
0,59.9591018413249,20,55,0.7
0,83.11712283684203,13,86,0.6923076923076923
0,78.01038706908419,6,74,1.0
0,61.845129635979504,4,59,0.75
0,47.591216834561926,16,50,0.8125
0,60.94158254301646,22,52,0.6363636363636364
0,48.343183483678494,10,41,0.8
0,72.12907594637021,25,63,0.72
0,61.018764569378604,5,56,1.0
0,51.266094424875,11,42,0.8181818181818182
0,53.8909066643499,3,56,1.0
0,64.79864472928332,13,65,0.8461538461538461
0,110.18647376524667,11,98,0.8181818181818182
0,58.779072837957344,8,53,1.0
0,71.43758448378105,23,70,0.9130434782608695
0,67.67128361700549,28,64,0.9642857142857143
0,56.48438412147072,15,44,0.8
0,55.22869205759584,66,82,0.4696969696969697
0,81.88603381808348,12,75,1.0
0,83.7194233619485,34,100,0.6470588235294118
0,112.51776845554807,8,94,0.75
0,48.4897269615778,6,42,0.8333333333333334
0,52.766166593340806,2,45,1.0
0,117.34115419017458,20,106,0.85
0,78.77519478544777,23,83,0.8260869565217391
0,47.95134889412309,10,58,0.7
0,45.420027825768386,3,36,1.0
0,42.935612487228084,7,48,0.42857142857142855
0,56.45884627856429,6,54,0.6666666666666666
0,52.714409789532525,10,44,0.6
0,45.09913743607429,3,42,0.6666666666666666
0,51.46209854714162,7,50,0.8571428571428571
0,65.29241592603645,11,67,0.45454545454545453
0,54.34539777825237,6,46,0.8333333333333334
0,48.42943451623587,3,45,1.0
0,52.903177030890404,3,43,1.0
0,85.45344360448597,8,80,0.625
0,55.12176060365597,8,61,0.625
0,128.38523572840052,20,128,0.7
0,53.870152300001024,16,59,0.625
0,59.423485984387476,5,61,0.6
0,85.47815793452507,6,92,1.0
0,39.912247287472226,2,33,0.5
0,87.69237730492509,7,76,0.8571428571428571
0,68.36500020490875,7,58,0.7142857142857143
0,119.57688687594812,9,100,0.7777777777777778
0,80.15917818963402,6,74,0.6666666666666666
0,54.42999345733104,7,46,1.0
0,51.40363320981703,4,46,1.0
0,57.20674491328104,4,52,1.0
0,78.49796217773962,11,83,0.8181818181818182
0,63.899217902014875,5,62,0.8
0,51.663408951096436,20,55,0.4
0,67.74856837803986,6,53,1.0
0,54.373130450625,5,44,0.8
0,39.93830032955496,5,44,0.8
0,60.145461166948095,9,50,0.8888888888888888
0,72.94774270771713,7,58,0.5714285714285714
0,71.51624291342625,8,57,0.875
0,55.95564782890868,2,38,1.0
0,103.62757726420277,8,101,0.875
0,45.210940949899495,10,64,0.7
0,107.43261721986866,9,99,0.7777777777777778
0,66.8287080654726,15,62,0.6666666666666666
0,88.38110647133703,7,71,0.8571428571428571
0,73.63825607679445,4,55,1.0
0,52.241827313007406,3,47,1.0
0,79.61565775410186,7,66,1.0
0,51.23994647663795,5,43,1.0
0,80.18282318942451,5,68,1.0
0,97.14925554055864,8,78,0.75
0,50.596759479321506,3,35,0.6666666666666666
0,91.35454515866286,7,80,0.8571428571428571
0,75.71596391999348,13,60,1.0
0,83.95176225712284,3,55,1.0
0,61.845129635979504,6,49,1.0
0,83.99714637073524,12,84,0.4166666666666667
0,78.79989955576748,12,65,1.0
0,85.28710335961492,2,78,1.0
0,58.832645802984146,8,49,0.875
0,68.31632656351411,11,65,0.7272727272727273
0,58.08556652791868,2,44,1.0
0,85.50312340227627,7,67,0.8571428571428571
0,58.86004074829093,3,37,1.0
0,62.98797771688222,12,55,0.5833333333333334
0,54.40132427810566,3,38,1.0
0,66.71184573805812,12,57,0.75
0,52.74008318802166,4,44,0.75
0,53.41384947902508,6,43,0.8333333333333334
0,47.70763459122978,5,40,0.8
0,69.8762588042343,6,58,1.0
0,67.00482922803624,7,61,0.7142857142857143
0,59.60675956354973,8,46,0.875
0,91.83640562818434,5,79,1.0
0,49.21055442778806,5,33,0.8
0,52.664246985312936,7,46,0.7142857142857143
0,59.60675956354973,9,54,1.0
0,55.013655424961854,9,51,0.5555555555555556
0,57.156817444734386,6,50,0.8333333333333334
0,73.06422402497323,8,88,0.875
0,58.08556652791868,10,42,1.0
0,58.86004074829093,3,47,1.0
0,63.97500003834118,4,62,1.0
0,53.51567264666903,8,56,0.75
0,62.510420321238776,4,49,0.5
0,67.11288204104345,5,54,1.0
0,66.97869828283487,7,63,0.8571428571428571
0,96.00272176854287,7,87,0.7142857142857143
0,52.79267212744516,5,50,0.8
0,51.43260340529824,5,38,1.0
0,84.2466200390782,22,86,0.5454545454545454
0,40.776192383906825,2,30,1.0
0,71.54312258545532,4,46,1.0
0,86.9054184878272,7,71,1.0
0,76.75991748709451,6,55,1.0
0,58.88785651122677,7,61,1.0
0,52.84700072730264,6,40,0.8333333333333334
0,54.42999345733104,3,38,1.0
0,56.5103045212874,1,44,1.0
0,90.17090107991956,12,98,0.8333333333333334
0,48.68163431196173,1,61,1.0
0,101.38007540466478,13,107,0.8461538461538461
0,80.08966482202946,9,60,1.0
0,66.92743725736143,5,53,1.0
0,64.50116197313936,1,40,1.0
0,76.78982285135812,6,69,0.5
0,56.73280960431019,10,35,1.0
0,52.819612437749996,8,43,1.0
0,120.47858915524796,8,103,0.875
0,72.93321638931035,11,90,0.5454545454545454
0,107.83853169637925,13,94,0.6153846153846154
0,56.56333585946782,3,47,0.6666666666666666
0,48.23524964581184,3,52,1.0
0,91.16652048663794,9,81,0.8888888888888888
0,82.49833297769356,5,65,0.6
0,55.45227246458172,7,45,0.8571428571428571
0,93.44568349880389,17,104,0.7058823529411765
0,62.21983164716415,3,57,0.6666666666666666
0,55.84244102261116,6,36,0.6666666666666666
0,100.49663659616115,9,88,0.8888888888888888
0,59.47398571952092,6,55,1.0
0,61.73868673702595,5,59,1.0
0,48.83835024618455,4,52,0.75
0,72.4620776961219,1,38,1.0
0,58.62734523125634,11,53,0.5454545454545454
0,68.31632656351411,12,73,0.8333333333333334
0,61.542471041251886,9,44,0.7777777777777778
0,49.93176848216333,3,38,1.0
0,48.31547592618926,11,36,0.8181818181818182
0,64.08091428508028,4,46,0.75
0,65.38887548133013,3,65,0.6666666666666666
0,63.41952595674345,7,39,0.7142857142857143
0,51.02223194968309,6,57,0.5
0,66.18332996857268,6,57,0.5
0,122.5010643525394,19,112,0.6842105263157895
0,64.74578317133324,0,40,0.0
0,51.11529854456844,4,33,1.0
0,80.20671261720209,9,63,0.7777777777777778
0,62.35947771160488,7,58,0.7142857142857143
0,56.64603178402763,3,47,1.0
0,51.43260340529824,3,31,1.0
0,136.51247348661306,11,123,0.7272727272727273
0,51.40363320981703,4,43,1.0
0,90.38442168149112,12,75,0.5833333333333334
0,81.68601967896038,4,73,0.75
0,63.92414742444837,6,47,0.6666666666666666
0,88.8219257598767,15,88,0.8666666666666667
0,54.23881520770887,18,59,0.6666666666666666
0,65.34004687836688,10,72,0.5
0,86.83357817732035,7,76,0.7142857142857143
0,49.93176848216333,3,41,1.0
0,54.373130450625,3,34,1.0
0,60.29900139508002,5,53,0.8
0,52.714409789532525,8,48,0.625
0,47.48311274213249,1,37,1.0
0,66.20882818762988,4,55,0.75
0,49.84594735497409,2,45,1.0
0,47.56345471781271,3,33,1.0
0,67.00482922803624,8,57,1.0
0,56.5103045212874,5,46,0.8
0,70.72099191540886,7,71,0.7142857142857143
0,130.03855426866699,12,89,0.8333333333333334
0,76.31978387011168,17,74,0.7058823529411765
0,52.43450460708295,4,59,1.0
0,71.69931898353114,8,71,1.0
0,73.28839148766538,7,57,0.5714285714285714
0,62.70321460581205,5,44,1.0
0,56.45884627856429,8,57,0.375
0,68.72813416236386,8,79,0.75
0,75.91347963296269,4,60,1.0
0,76.60336634115068,17,66,0.8235294117647058
0,48.68163431196173,17,48,0.4117647058823529
0,88.40547196716308,12,86,0.9166666666666666
0,55.710625434875226,5,53,1.0
0,47.48311274213249,11,49,0.5454545454545454
0,84.71496009582395,5,78,0.6
0,49.54328067619718,6,61,0.8333333333333334
0,76.41033443205846,6,64,0.3333333333333333
0,112.98997908424255,7,92,0.5714285714285714
0,68.41487261381944,3,50,0.3333333333333333
0,79.37257522491615,3,64,0.6666666666666666
0,58.44338130559564,9,66,0.6666666666666666
0,60.24637514444976,5,53,1.0
0,89.02358402444426,10,79,0.4
0,57.284418281852986,11,50,0.7272727272727273
0,49.81834779502425,5,42,1.0
0,57.39361993990592,4,41,1.0
0,49.15158459962953,7,50,0.8571428571428571
0,138.90615197194484,23,142,0.8260869565217391
0,94.73892501944292,25,95,0.56
0,44.3940468630238,3,41,0.6666666666666666
0,52.12518913337731,6,37,0.16666666666666666
0,69.28830856844986,9,60,0.7777777777777778
0,52.5918020129092,9,55,0.6666666666666666
0,81.1467280955269,4,62,0.5
0,110.1008785151844,7,94,0.42857142857142855
0,98.98540897817377,11,102,0.8181818181818182
0,111.11704612750455,9,110,0.7777777777777778
0,54.45915282591659,6,49,1.0
0,148.5553354166859,34,138,0.6764705882352942
0,129.87549433974914,9,118,0.8888888888888888
0,98.90518325192004,5,94,0.4
0,59.25716753000113,7,59,0.8571428571428571
0,52.819612437749996,4,45,0.75
0,143.3108903059301,13,137,0.6923076923076923
0,53.08038127307975,2,55,0.5
0,58.91610505888929,6,50,0.8333333333333334
0,45.14787768924073,7,41,0.7142857142857143
0,62.45874813490764,3,61,0.6666666666666666
0,47.64831460468368,4,33,1.0
0,41.42487562029087,6,36,0.8333333333333334
0,50.4893354184375,7,52,0.8571428571428571
0,40.955497492717335,2,29,1.0
0,72.15432243786884,3,61,0.6666666666666666
0,97.97926503729323,5,94,0.8
0,98.92501790387111,18,107,0.6111111111111112
0,54.34539777825237,2,38,1.0
0,96.25474781975402,12,94,0.6666666666666666
0,60.380873324115306,13,56,0.9230769230769231
0,97.68251611131384,5,89,0.4
0,66.26082975868096,3,49,1.0
0,57.92920686966323,8,60,0.625
0,48.400144985602566,3,37,1.0
0,61.018764569378604,8,57,0.75
0,61.81794833264981,5,50,1.0
0,42.31576521729768,3,37,1.0
0,65.990431184977,2,59,1.0
0,81.78391491748458,7,70,0.7142857142857143
0,55.89812342905958,6,47,1.0
0,49.874039665743744,3,40,0.6666666666666666
0,66.78112821377222,8,55,0.75
0,53.05250401229854,7,45,1.0
0,83.74166639544096,7,60,0.8571428571428571
0,116.46907804351555,10,106,0.7
0,45.390398875948804,1,38,1.0
0,87.54810577705192,9,64,0.5555555555555556
0,57.90444061904845,5,58,0.8
0,127.20454079632451,17,134,0.5294117647058824
0,107.85926738267702,9,98,0.8888888888888888
0,61.66265063936499,15,58,0.7333333333333333
0,55.54169548224285,8,54,0.625
0,62.21983164716415,5,51,0.4
0,120.75230001670869,12,106,0.8333333333333334
0,50.62479028239556,5,37,0.6
0,53.56903495284876,7,49,0.7142857142857143
0,83.59017941596366,10,98,0.8
0,83.61123501391954,5,80,1.0
0,58.5329542681696,6,52,0.16666666666666666
0,60.09703164159435,8,66,0.625
0,77.39500060914997,7,64,0.7142857142857143
0,56.4336807928313,3,47,1.0
0,58.140893150219696,2,40,0.5
0,78.51980793198423,16,81,0.75
0,83.00262737676809,7,71,0.8571428571428571
0,58.752873154180534,8,52,0.75
0,72.77319802409315,18,65,0.6666666666666666
0,116.08961068462517,36,95,0.6666666666666666
0,92.64027896556851,10,77,0.7
0,64.9088457492823,12,47,0.9166666666666666
0,66.23465877713927,3,59,0.6666666666666666
0,58.1692093985533,8,52,0.75
0,97.29307347074274,14,84,0.8571428571428571
0,54.88755255193181,2,48,1.0
0,102.87117159074143,12,80,0.6666666666666666
0,82.5736062197276,10,61,1.0
0,118.01186716867467,6,95,1.0
0,108.49040778870727,16,94,0.5
0,111.1905260671368,18,123,0.6111111111111112
0,65.4644883262423,7,68,1.0
0,64.05388748966442,3,52,1.0
0,70.45203857222779,17,66,0.5294117647058824
0,58.05853204241857,5,54,1.0
0,64.00093944688066,17,57,0.8235294117647058
0,52.766166593340806,5,56,0.8
0,60.86750640623018,11,60,0.6363636363636364
0,54.31811266961554,4,49,1.0
0,82.33144909373104,14,80,0.8571428571428571
0,63.8026340106406,2,49,1.0
0,75.19839832706681,11,69,0.9090909090909091
0,56.73280960431019,6,40,1.0
0,52.87485078712158,1,36,1.0
0,67.77499967893321,10,57,0.9
0,68.49205078142987,5,60,0.8
0,62.56354341923629,11,56,0.9090909090909091
0,81.52395165890572,10,80,0.8
0,51.29267717649962,15,54,0.6666666666666666
0,54.29126210531641,10,52,0.9
0,60.380873324115306,10,52,1.0
0,52.241827313007406,13,39,0.8461538461538461
0,83.92748925440587,18,81,0.8333333333333334
0,103.2550716162244,20,95,0.75
0,89.02358402444426,26,98,0.6538461538461539
0,55.78849564221483,1,39,1.0
0,126.07779885465702,43,145,0.7674418604651163
0,45.420027825768386,9,38,0.6666666666666666
0,105.11803693668799,15,57,0.8666666666666667
0,85.40475007088355,21,89,0.7619047619047619
0,141.8555318447604,29,156,0.7586206896551724
0,72.82163263134855,11,59,0.9090909090909091
0,117.57511804475187,17,105,0.6470588235294118
0,60.773190153236236,11,57,0.7272727272727273
0,52.766166593340806,10,52,0.6
0,57.9543265618592,9,51,0.8888888888888888
0,67.34552314010604,27,70,0.48148148148148145
0,48.371400717095725,6,46,0.8333333333333334
0,66.85293413466438,11,56,0.9090909090909091
0,57.76278381727263,9,64,0.5555555555555556
0,48.31547592618926,3,41,1.0
0,63.73329099726865,26,73,0.5
0,52.09727945201685,4,36,0.75
0,64.41143726433198,16,81,0.5
0,52.766166593340806,9,48,0.7777777777777778
0,44.57926510983766,4,38,0.75
0,64.50116197313936,14,62,0.42857142857142855
0,58.5560821123227,8,59,0.625
0,62.45874813490764,14,60,0.6428571428571429
0,63.92414742444837,9,53,0.7777777777777778
0,84.02607988468789,15,71,0.8666666666666667
0,49.66227444079134,2,36,1.0
0,70.66943841406298,9,58,0.7777777777777778
0,63.899217902014875,13,63,0.6153846153846154
0,69.95228548154572,5,51,1.0
0,69.97825919485794,13,51,1.0
0,52.6397357184595,3,56,0.3333333333333333
0,64.02723229202995,7,60,0.8571428571428571
0,43.74271504692272,2,38,1.0
0,74.16333151216276,13,69,0.8461538461538461
0,57.39361993990592,6,42,1.0
0,66.75776178015114,11,58,0.7272727272727273
0,79.87211866349422,3,90,1.0
0,65.29241592603645,15,73,0.7333333333333333
0,57.76278381727263,12,63,0.5
0,69.90129234434491,4,55,0.5
0,46.03084906949432,4,39,0.75
0,38.964093488862304,10,46,0.6
0,52.93199453221327,4,45,0.5
0,54.04414457777855,14,56,0.5714285714285714
0,55.9266484635,8,47,0.75
0,54.549730884407225,2,42,1.0
0,56.48438412147072,4,37,0.75
0,59.448559035556414,11,60,0.5454545454545454
0,124.19363372167344,31,138,0.6451612903225806
0,61.76473666031835,6,55,0.5
0,61.072065515529765,4,50,0.75
0,74.30526535091616,8,65,1.0
0,106.13345227743532,14,117,0.7142857142857143
0,43.82521270781264,8,47,0.75
0,49.06710442755262,3,42,1.0
0,67.03130452331678,5,54,0.6
0,43.883015780901296,2,30,1.0
0,102.1147659172801,9,107,0.8888888888888888
0,63.41952595674345,4,39,1.0
0,47.33435532637925,3,54,1.0
0,94.98884024541324,7,78,0.7142857142857143
0,57.36568124155011,7,55,0.8571428571428571
0,57.13238141079447,6,58,1.0
0,53.6811649284035,3,48,0.6666666666666666
0,57.42200482216499,9,42,0.4444444444444444
0,61.79115399430745,4,44,1.0
0,49.93176848216333,3,34,1.0
0,52.5000261612706,3,52,1.0
0,67.8017792879526,5,52,0.8
0,48.66053377051711,5,45,0.6
0,57.258142808066204,5,44,1.0
0,57.98626530304406,6,66,0.5
0,55.68543742543327,5,46,0.8
0,71.59961709357994,5,79,1.0
0,58.78339733906494,7,66,0.7142857142857143
0,50.27157545351615,12,38,0.6666666666666666
0,51.23994647663795,9,46,0.5555555555555556
0,57.97980903373079,5,44,0.4
0,50.4893354184375,3,44,0.6666666666666666
0,40.54589582502067,5,30,0.8
0,52.61559068849327,4,44,0.5
0,51.43260340529824,4,34,1.0
0,87.54810577705192,9,80,0.6666666666666666
0,58.752873154180534,8,52,0.875
0,49.66227444079134,3,35,0.6666666666666666
0,83.83277514127533,7,74,0.7142857142857143
0,109.30515291734187,13,79,0.9230769230769231
0,82.65046792839715,26,95,0.6153846153846154
0,57.39361993990592,3,33,0.3333333333333333
0,67.67128361700549,8,57,0.75
0,105.07384508525557,11,88,0.8181818181818182
0,56.05458123856158,25,73,0.6
0,64.82562107387724,4,51,1.0
0,74.45711996248168,7,52,0.8571428571428571
0,70.05817866365487,5,57,0.8
0,45.852544748689056,4,42,1.0
0,43.07071604167692,4,40,0.75
0,113.34207134905394,11,84,0.8181818181818182
0,51.964493729374276,8,47,0.75
0,83.23740692997401,6,67,0.6666666666666666
0,50.62479028239556,5,35,1.0
0,89.86318420275315,10,98,0.7
0,45.51266629656554,5,40,1.0
0,77.10549521098129,7,74,1.0
0,84.02607988468789,8,61,0.625
0,86.54444048398244,11,81,0.8181818181818182
0,49.15158459962953,4,40,1.0
0,69.15820772551487,3,51,1.0
0,47.6776870346744,1,27,1.0
0,64.64418276000123,6,54,0.6666666666666666
0,68.57225405258842,4,51,1.0
0,61.05582709608934,27,64,0.4444444444444444
0,49.84594735497409,3,52,1.0
0,49.902641015410055,3,38,1.0
0,49.54328067619718,0,51,0.0
0,43.04261962374456,6,35,0.8333333333333334
0,58.80566018125718,12,47,0.9166666666666666
0,59.55248169108836,7,53,0.7142857142857143
0,64.36811931850097,12,71,0.3333333333333333
0,56.360322202540495,14,54,0.42857142857142855
0,54.26483360687172,9,52,1.0
0,57.9543265618592,7,47,0.8571428571428571
0,69.31534058072715,11,65,0.7272727272727273
0,53.56903495284876,4,50,1.0
0,55.17848605350717,6,43,0.8333333333333334
0,64.66908799721988,3,53,1.0
0,61.12693624104365,11,48,0.9090909090909091
0,61.81794833264981,5,55,0.8
0,43.09939049909949,4,31,1.0
0,54.51900491950291,3,41,1.0
0,58.62734523125634,10,58,0.7
